"GeneSymbol","baseMean","logFC","lfcSE","stat","PValue","FDR","Bonferroni_pvalue"
"FARS2",173.144097500716,-0.248971644452349,0.094244157066743,-2.64177273373063,0.00824733758583502,0.015207774019027,1
"KDM4A",732.01988495247,-0.175591625927356,0.0664774914678894,-2.64136961323476,0.00825715831202746,0.0152215626230137,1
"TRAF7",1464.06227937238,-0.160435489061483,0.0607396256752793,-2.64136446805236,0.00825728372534541,0.0152215626230137,1
"NLRP7",13.6584979418346,0.688665730137255,0.260727630084875,2.64132240189915,0.00825830914765037,0.0152215626230137,1
"SH3TC2",41.0167315936132,0.450114898395165,0.170436860602793,2.64094807193244,0.00826743899235191,0.0152362419106091,1
"ESF1",41.3320928965364,0.483391217973574,0.183040593301307,2.64089625833902,0.00826870342844064,0.0152364237712842,1
"YIF1B",1100.4263948994,0.325479812016859,0.123279052087649,2.64018749743021,0.00828601709760232,0.0152661747202794,1
"EVI5L",354.179804018847,-0.193917709982175,0.0734633087301014,-2.63965390797485,0.00829907305836575,0.0152880739778492,1
"LY6G5C",149.715630035537,0.420597425388013,0.159344013008207,2.63955587315572,0.00830147379200452,0.0152903413840895,1
"MTSS1",550.284363632459,-0.385536180532138,0.146081670174403,-2.63918245233544,0.0083106240299287,0.0153050381951766,1
"GTF2H2",190.228251522956,0.444622007124892,0.168494451280686,2.63879316942147,0.00832017255516042,0.0153204642569663,1
"OSGIN1",147.476556113474,0.472937713739844,0.179253562345988,2.6383727472428,0.00833049590259205,0.015337312501321,1
"RTP5",32.2007789074494,-0.614281166233328,0.232855650443624,-2.63803418582729,0.00833881750988657,0.0153504711062278,1
"XKR4",15.5000850075383,0.548852143699453,0.208066911513321,2.6378636550498,0.00834301185490868,0.0153560294245397,1
"FMO4",45.4443066148208,-0.284122244342452,0.107769695139677,-2.63638348400457,0.00837949723962328,0.0154210122390702,1
"TSPAN9",161.283429660863,0.57327429710129,0.217464894548213,2.63616938399311,0.00838478648290972,0.0154285737479417,1
"UQCR10",914.00639165609,0.352766529823982,0.133829447512113,2.63594101583699,0.00839043150549386,0.015436787693807,1
"PIH1D1",1040.97966558657,-0.270827160422899,0.10276524535111,-2.63539642704677,0.00840390689352505,0.0154590343204114,1
"MED14",317.316388114997,-0.222928166515686,0.0845912663296802,-2.63535677131089,0.00840488889677455,0.0154590343204114,1
"TUSC2",794.591053178476,0.22832674739665,0.0866483543262416,2.63509617894152,0.00841134455351095,0.0154687312951158,1
"WFDC1",27.0735082448864,0.438042352611594,0.166311756372126,2.63386282585739,0.00844195862401237,0.0155228473854589,1
"FNDC10",115.359375799246,-0.385785743428915,0.146477017198744,-2.63376296709723,0.00844444165566019,0.0155252289266393,1
"TBC1D24",169.579068605313,0.251938584631454,0.0957151069148788,2.63217158452853,0.00848410031794947,0.0155959481231504,1
"BCAR3",15.5303092804901,0.513376585001334,0.195061108583113,2.63187566568449,0.00849149321535042,0.015607343035386,1
"TMEM120A",1972.82710948856,0.501590473807126,0.19060288644488,2.63159956894031,0.00849839609420353,0.015617834216991,1
"APOBEC3C",2132.79243779023,-0.251186564601656,0.0954708025837733,-2.63103019775335,0.00851264716846753,0.0156418246157557,1
"ALDH3A2",503.115655409627,-0.167534209848489,0.0636823782691008,-2.63077815876387,0.00851896239773983,0.0156512283579505,1
"TMOD4",49.8262523567179,-0.258912814171467,0.0984268604701915,-2.63050973011456,0.00852569290170611,0.0156613923015178,1
"OCLN",64.3309632725786,0.731214752108043,0.278057942128482,2.62972079312222,0.00854550201533663,0.015695574949473,1
"SLC37A2",759.427369773198,-0.356421697337895,0.135587684265029,-2.62871734457244,0.00857075666630622,0.0157397484373503,1
"ZNF714",35.2460605787766,0.372617304972646,0.14175927692907,2.62852148405842,0.00857569383183474,0.0157466027510649,1
"NHERF1",5816.66652426578,-0.282603845413012,0.107528582451769,-2.62817419303163,0.00858445444255287,0.0157604747245633,1
"ADAT3",70.8413054362981,0.410890806696242,0.156344442115392,2.62811265393739,0.00858600763487052,0.0157611123297412,1
"ZRSR2",552.26459696184,-0.267410098167452,0.101763015274563,-2.62777294330325,0.0085945861529323,0.015774644153746,1
"QSOX2",279.331448232527,-0.293858975571789,0.111830282756104,-2.62772272706026,0.00859585488476586,0.0157747575602204,1
"PAK2",2153.91830250187,0.255523229290576,0.097245599437604,2.62760711814552,0.00859877642293637,0.0157764014855263,1
"CDC37L1",84.2251177814116,0.340523750611905,0.129595379655345,2.62759175147693,0.00859916481888977,0.0157764014855263,1
"DCTN2",2130.21116915867,0.221221877726244,0.0842055836106076,2.62716399840232,0.00860998266885241,0.0157940313658808,1
"CDC26",409.815279679386,0.241492805226468,0.0919507798557578,2.626326884941,0.00863118842434593,0.0158307090522314,1
"SH2D3C",4187.79023422483,0.272881218931429,0.103922416703613,2.62581671584568,0.00864413491023114,0.0158522300093617,1
"NELFB",1235.66264013182,-0.190023000684661,0.0723845775968782,-2.6251862895841,0.00866015712000944,0.0158793846181991,1
"GRTP1",16.6376687213517,0.441922489254348,0.168415367569557,2.62400335332718,0.00869029295461893,0.0159324069177822,1
"CDK4",694.024150052846,-0.267878171543252,0.102133996745842,-2.62281101374951,0.00872076315161201,0.0159831642004776,1
"ARV1",93.5385305594574,0.313316485890794,0.119459300398178,2.6227885551519,0.0087213379952558,0.0159831642004776,1
"ARMCX4",53.0315069776149,-0.368240296668837,0.140400945090686,-2.62277648082061,0.00872164706027593,0.0159831642004776,1
"XIAP",512.3216056403,0.254201608802313,0.0970416325426409,2.61951084438542,0.00880559729295198,0.0161347478787162,1
"ZNF616",102.141277138177,-0.208227658271341,0.0795015996281817,-2.61916312684516,0.00881457851572272,0.0161467617529114,1
"RBM5",5051.55645547664,0.178476086309023,0.0681424560096174,2.61916133876702,0.00881462472127184,0.0161467617529114,1
"PPM1D",298.187748308442,0.245676303365372,0.0938066199409319,2.61896552205025,0.00881968611119386,0.0161537692647567,1
"GPR89B",176.035504235224,-0.268159446810013,0.102409203349538,-2.61850925541082,0.00883148957837017,0.0161731215902057,1
"STON1",30.3993427721003,0.294339324491502,0.112417531358893,2.61826888505338,0.00883771355411461,0.01618225219281,1
"CZIB",614.606918348268,-0.187835794947221,0.0717654565773423,-2.61735664908352,0.00886137000172662,0.0162232954086801,1
"EFCAB7",18.886499071386,0.496421148943004,0.189707959328624,2.61676500395576,0.0088767429914678,0.0162491639913843,1
"USP34",1116.02078691222,-0.232417704323425,0.0888333453565378,-2.61633402851827,0.00888795621894322,0.0162661937857925,1
"ZNF280B",11.2564133975424,-0.504517055620544,0.192835218767092,-2.61631178602236,0.00888853527300151,0.0162661937857925,1
"GCAT",52.1372005794854,-0.642165096862717,0.2454636905042,-2.61613070162704,0.00889325082061457,0.0162725449006625,1
"ZBTB39",114.359702562407,-0.361732272358249,0.138274136781681,-2.61605156812068,0.00889531220670511,0.0162740384296803,1
"NFKBID",799.614025998336,0.295985866856819,0.113193657275134,2.61486265204226,0.00892633426026017,0.0163285078770609,1
"TMEM69",263.820909241027,-0.14358714099569,0.0549223366528743,-2.6143669360465,0.00893929735715128,0.0163499323338885,1
"AKAP5",30.1998367223618,0.350120098822478,0.133934333232141,2.61411760803434,0.00894582369966647,0.016359579649453,1
"RPP38",194.644695620756,-0.177246526807514,0.0678077133948402,-2.61395817575234,0.00894999918613625,0.0163649257642419,1
"AFAP1",104.676246571736,-0.474831919388013,0.181686147759531,-2.61347342790532,0.00896270528890185,0.016385866292621,1
"RBPJ",1218.84947092667,0.388805213174971,0.148785757596632,2.61318838211011,0.00897018436531248,0.0163972461055432,1
"LAMA4",13.4088416283621,0.605512617147488,0.231738603612339,2.61291216788555,0.008977437034295,0.016408208927176,1
"MDH1",890.625825949769,0.19672862276607,0.0753183632660928,2.6119609380125,0.00900245395054147,0.0164516321495493,1
"METRNL",1085.77498520731,0.335131208948194,0.128316841185904,2.61174765409523,0.00900807175796463,0.0164595970748774,1
"ENTPD2",17.4390015302423,-1.25753008221306,0.481550997069817,-2.6114162152399,0.00901680792830422,0.0164732568664993,1
"TNFRSF1B",21602.5918858483,0.285216573839607,0.109258739251179,2.61046920177168,0.00904181131456782,0.0165166280756676,1
"BAG1",2919.06172579734,-0.637897849794902,0.244453203499286,-2.6094886083044,0.00906776651275575,0.016561725589955,1
"STAG1",384.448738729297,0.232651328226469,0.0892047694919806,2.6080592949392,0.0091057179668803,0.0166287178744062,1
"NEMF",314.599317585451,0.311754697313972,0.119544316981928,2.60785878563429,0.00911105326163992,0.016636136648454,1
"DAB2",234.17504624391,0.360152428572811,0.138132720192846,2.6072926680225,0.00912613198936291,0.0166613416819351,1
"PELI3",205.907105672728,-0.321597590910167,0.123361510411593,-2.60695244276082,0.00913520471380452,0.0166755762024337,1
"CDK5RAP3",4232.8834662496,-0.238297067122861,0.0914147309629409,-2.6067687845569,0.00914010563883373,0.0166821925289145,1
"PEF1",1699.38786645908,0.25824993000829,0.0990716307556112,2.60669909275379,0.00914196598102294,0.0166832582200461,1
"TRIM74",11.5810783088508,-0.920559480860819,0.35315972669844,-2.60663776548586,0.00914360332118067,0.0166839167119686,1
